Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
CS Freiburg: coordinating robots for successful soccer playing,T. Weigel; J. . -S. Gutmann; M. Dietl; A. Kleiner; B. Nebel,"Albert Ludwig University, Germany; Digital Creatures Laboratory, Sony Corporation, Tokyo, Japan; Albert Ludwig University, Germany; Albert Ludwig University, Germany; Albert Ludwig University, Germany",IEEE Transactions on Robotics and Automation,10 Dec 2002,2002,18.0,5.0,685.0,699.0,"Robotic soccer is a challenging research domain because many different research areas have to be addressed in order to create a successful team of robot players. The paper presents the CS Freiburg team, the winner in the middle-size league at RoboCup 1998, 2000, and 2001. The paper focuses on multiagent coordination for both perception and action. The contributions of the paper are new methods for tracking ball and players observed by multiple robots, team coordination methods for strategic team formation and dynamic role assignment; a rich set of basic skills allowing robots to respond to a large range of situations in an appropriate way, and an action-selection method based on behavior networks, as well as a method to learn the skills and their selection. As demonstrated by evaluations of the different methods and by the success of the team, these methods permit the creation of a multirobot group which is able to play soccer successfully. In addition, the developed methods promise to advance the state of the art in the multirobot field.",2374-958X,,10.1109/TRA.2002.804041,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1067991,,Robot kinematics;Robot sensing systems;Artificial intelligence;Mobile robots;Intelligent robots;Robot vision systems;Humans;Wireless communication;Associate members;Multiagent systems,,97.0,,40.0,IEEE,10 Dec 2002,,,IEEE,IEEE Journals
Innovative Web-lecturing technology: towards open learning environments,V. Uskov,"Bradley University, Peoria, IL, USA",Proceedings ITCC 2003. International Conference on Information Technology: Coding and Computing,7 May 2003,2003,,,32.0,36.0,"The InterLabs state-of-the-art Web-lecturing tool for online education has been designed, developed, and tested at the InterLabs Research Institute at Bradley University, Peoria, IL, as a part of the National Science Foundation's CCLI-EMD grant # 0196015. It is based on active utilization of innovative software engineering, streaming multimedia, communication, teaching, and learning and information technologies. Student formative and summative evaluations and academic performance clearly demonstrated the advantages of the innovative online courseware based on Web-lecturing technology. This technology along with reusable learning objects (including SCORM, IEEE LTSC, IMS and Dublin Core standards for learning objects), multiagent technology, intelligent tutoring systems, new developments in instructional design, XML, PHP and other programming languages lead towards a new generation of virtual learning environments - open, learner-centered, knowledge-driven, intelligent, agent-based, collaborative, interactive open learning environments (OLE).",,0-7695-1916-4,10.1109/ITCC.2003.1197495,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1197495,,Streaming media;Intelligent agent;Testing;Software engineering;Multimedia communication;Education;Information technology;Courseware;Standards development;Intelligent systems,,2.0,,9.0,IEEE,7 May 2003,,,IEEE,IEEE Conferences
AI's 10 to Watch,D. L. Waltz,"Center for Computational Learning Systems, Columbia University",IEEE Intelligent Systems,30 May 2006,2006,21.0,3.0,5.0,14.0,"The recipients of the IEEE Intelligent Systems 10 to Watch award--Eyal Amir, Regina Barzilay, Jennifer Golbeck, Tom Griffiths, Steve Gustafson, Carsten Lutz, Pragnesh Jay Modi, Marta Sabou, and Richard A. Watson--discuss their current research and their visions of AI for the future. This article is part of a special issue on the Future of AI.",1941-1294,,10.1109/MIS.2006.40,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1637344,artificial intelligence;human-level AI;linguistics;social networks;human cognition;genetic programming;description logics;multiagent coordination;the Semantic Web;algorithmic biology,Artificial intelligence;Watches;Computer science;Robot control;World Wide Web;Machine learning;Intelligent systems;Learning systems;Decision making;Problem-solving,,,,,IEEE,30 May 2006,,,IEEE,IEEE Magazines
Replanning-Oriented Framework for Efficient Real-Time Decision-Making in Multi-UAV Systems,X. Hai; L. Tan; Q. Feng; H. Duan; C. Wen,"School of Reliability and Systems Engineering, Beihang University, Beijing, China; Institute for Manufacturing Department of Engineering, University of Cambridge, Cambridge, U.K.; School of Reliability and Systems Engineering, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",IEEE Transactions on Industrial Informatics,16 Jun 2025,2025,21.0,7.0,5127.0,5137.0,"Efficient real-time decision-making for long-term multiple unmanned aerial vehicles (multi-UAV) missions in geo-distributed environments requires an integrated approach to manage dynamic task demands. We propose a hierarchical dual-layer decision-making framework for multi-UAV mission replanning. The upper layer optimizes multi-UAV deployment using the density-constrained K-medoids clustering and simulated annealing algorithm, achieving globally optimal solutions. The lower layer addresses task assignment via the goal-oriented belief space multiagent reinforcement learning algorithm, which leverages updated belief distributions to mitigate sparse reward and enhance training efficiency. Coordination between the two layers ensures comprehensive coverage of predefined demands while adapting to dynamic events. The effectiveness of the proposed methods is validated through a real-world case study using the 911 call dataset from city emergency services.",1941-0050,,10.1109/TII.2025.3549789,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10955756,Decision-making;multiagent reinforcement learning (MARL);multiple unmanned aerial vehicles (multi-UAV);replanning,Heuristic algorithms;Real-time systems;Decision making;Clustering algorithms;Autonomous aerial vehicles;Training;Drones;Convergence;Simulated annealing;Resource management,,,,40.0,IEEE,8 Apr 2025,,,IEEE,IEEE Journals
CARAVAN: Congestion Avoidance and Route Allocation Using Virtual Agent Negotiation,P. Desai; S. W. Loke; A. Desai; J. Singh,"La Trobe University, Melbourne, VIC, Australia; La Trobe University, Melbourne, VIC, Australia; La Trobe University, Melbourne, VIC, Australia; La Trobe University, Melbourne, VIC, Australia",IEEE Transactions on Intelligent Transportation Systems,29 Aug 2013,2013,14.0,3.0,1197.0,1207.0,"Traffic congestion becomes a cascading phenomenon when vehicles from a road segment chaotically spill on to successive road segments. Such uncontrolled dispersion of vehicles can be avoided by evenly distributing vehicles along alternative routes. This paper proposes a practical multiagent-based approach, which is designed to achieve acceptable route allocation within a short time frame and with low communication overheads. In the proposed approach, which is called Congestion Avoidance and Route Allocation using Virtual Agent Negotiation (CARAVAN), vehicle agents (VAs) in the local vicinity communicate with each other before designated decision points (junctions) along their route. Cooperative route-allocation decisions are performed at these junctions. VAs use intervehicular communication to propagate key traffic information and undertake its distributed processing. Every VA exchanges its autonomously calculated route preference information to arrive at an initial allocation of routes. The allocation is improved using a number of successive virtual negotiation “deals.” The virtual nature of these deals requires no physical communication and, thereby, reduces communication requirements. In addition to the theory and concept, this paper presents the design and implementation methodology of CARAVAN, including experimental results for synthetic and real-world road networks. Results show that when compared against the shortest path algorithm for travel time improvements, CARAVAN offers 21%-43% gain (when traffic demand is below network capacity) and 13%-17% gain (when traffic demand exceeds network capacity), demonstrating its ability to regulate overall system traffic using local coordination strategies.",1558-0016,,10.1109/TITS.2013.2256420,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6507596,Cooperative systems;dynamic traffic assignment;multiagent systems (MAS);traffic congestion management,Vehicles;Resource management;Roads;Indexes;Vehicle dynamics;Real-time systems;Software,,47.0,,26.0,IEEE,24 Apr 2013,,,IEEE,IEEE Journals
A Multi-agent Approach Toward the Security Analysis of the 802.11i Handshake Protocol,R. Guha; Z. Furqan; S. Muhammad,"School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, USA; School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, USA; School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, USA",2007 2nd International Symposium on Wireless Pervasive Computing,16 Apr 2007,2007,,,,,"Wireless mesh networks (WMNs) are now increasingly deployed because of their low up-front cost, easy network maintenance, robustness, and reliable self coverage. It is important to guarantee the security properties of the WMN to ensure a desired secure system. In this paper, we formally verify the authentication of a WMN. We start with translating a WMN into a multi-agent system (MAS), where each node represents an agent of the MAS. The purpose is to benefit from the existing state-of-the-art verification techniques applicable in the multi-agent domain. We then prove the authentication property of the WMN. Our contributions include: translating a wireless mesh network into a formal multi-agent framework, representing the authentication property as MAS's formal specification, and applying the strand system verification strategy to prove the correctness of MAS's authentication",,1-4244-0522-X,10.1109/ISWPC.2007.342639,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4147098,,Security;Protocols;Peer to peer computing;Mesh networks;Authentication;Wireless mesh networks;Computer science;Multiagent systems;Wireless LAN;Formal verification,,2.0,,26.0,IEEE,16 Apr 2007,,,IEEE,IEEE Conferences
MDSM: Generalized multiagent coordination for demand side management,A. Veit,"Department of Computer Science, Cornell University, Ithaca, New York",2015 IEEE International Conference on Smart Grid Communications (SmartGridComm),21 Mar 2016,2015,,,73.0,78.0,"One key challenge in creating a sustainable society is to make consumer demand adaptive to the supply of electricity. We propose a generalization for the multiagent coordination algorithm for partially-centralized demand side management. In this setting, a central unit buys the electricity for the whole group, while the individual agents make their own demand decisions, based on their private constraints and preferences. While the state-of-the-art algorithm achieves strong guarantees, i.e., efficiency, strict budget balance as well as weak incentive compatibility, the formulation requires a simple supply model with a 2-step increasing threshold price function. In this paper, we propose MDSM, a generalized formulation of the multiagent coordination algorithm and prove that it converges to the optimal solution for all convex piecewise linear cost functions. Further, we perform simulations based on real world consumption data to evaluate the scalability of the algorithm in respect to the number of thresholds. The results indicate that the convergence time of MDSM is not sensitive to the number of thresholds in the cost function. This means, the proposed algorithm could be used for a broader set of distributed scheduling problems.",,978-1-4673-8289-2,10.1109/SmartGridComm.2015.7436279,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7436279,,Smart grids;Cost function;Convergence;Load management;Companies;Optimal scheduling;Conferences,,2.0,,14.0,IEEE,21 Mar 2016,,,IEEE,IEEE Conferences
Distributed Pursuit-Evasion Game of Limited Perception USV Swarm Based on Multiagent Proximal Policy Optimization,F. Li; M. Yin; T. Wang; T. Huang; C. Yang; W. Gui,"School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China","IEEE Transactions on Systems, Man, and Cybernetics: Systems",17 Sep 2024,2024,54.0,10.0,6435.0,6446.0,"This article proposes a distributed capture strategy optimization method for the pursuit-evasion game involving multiple unmanned surface vehicles. Considering the limited perception range of each pursuer, a multiagent proximal policy optimization method combined with a novel velocity control mechanism is utilized to guide the pursuers in approaching the evader and form a dynamic encirclement. Moreover, to facilitate deep reinforcement learning (DRL) training, a bidirectional gated recurrent unit feature network is constructed to extract the fixed-length vector representations from the variable-length observation sequences. In terms of the policy training, by employing virtual barriers and curriculum learning techniques during the training process, the generalization capabilities and convergence speed of the policy have been further improved. Finally, our method is compared with the other DRL methods through the comparative simulation experiments and virtual reality scene testing based on the gazebo three dimensional physics engine, verifying its significant advantages in the policy convergence speed, capture efficiency, and generalization capabilities.",2168-2232,,10.1109/TSMC.2024.3429467,National Key Research and Development Program of China(grant numbers:2022ZD0119603); National Science Fund for Excellent Young Scholars of China(grant numbers:62222317); Major Science and Technology Projects in Hunan Province(grant numbers:2021GK1030); Key Research and Development Program of Hunan Province(grant numbers:2023GK2023); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10614719,Curriculum learning;deep reinforcement learning (DRL);pursuit-evasion (PE) game;unmanned surface vehicle (USV) swarm,Underactuated surface vessels;Games;Training;Task analysis;Vehicle dynamics;Vectors;Kinematics,,5.0,,27.0,IEEE,30 Jul 2024,,,IEEE,IEEE Journals
A Reactive Agent-Based Decision-Making System for SBCE,B. Dafflon; M. T. E. Essamlali; A. Sekhari; A. Bouras,"Claude Bernard University Lyon 1, DISP Laboratory, Bron, France; Lumiere University Lyon 2, DISP Laboratory; Lumiere University Lyon 2, DISP Laboratory; Ministry of Transport and Communications (MoTC), Qatar University",2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI),16 Jan 2017,2016,,,746.0,753.0,"Nowadays, manufactured products offer more and more personalization. This paradigm is in acceleration due to the emergence of mass customization proposed by industry 4.0. To cope with this demand, industry must design suitable products and adhere to a strict specification. Tools and process were proposed to manage product design, validation and manufacturing such as Set-Based Concurrent Engineering (SBCE). Project Manager in charge of this critical step is helped by metrics and indicators. However, visual aid, dynamic and adatative solution, capable to reply in real-time to a major project evolution does not exist. The aim of this paper is to present an approach for SBCE alternatives selection, based on the application of reactive multiagents systems. Multi-agents systems are an efficient approach for problem solving and decision making in dynamic context. The proposal is evaluated in simulation on drone design optimization.",2375-0197,978-1-5090-4459-7,10.1109/ICTAI.2016.0117,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814677,MAS;SBCE;Decision-Making;Unmanned Aerial Vehicles;Quadcopter,Decision making;Concurrent engineering;Multi-agent systems;Industries;Real-time systems;Force;Problem-solving,,3.0,,31.0,IEEE,16 Jan 2017,,,IEEE,IEEE Conferences
Human-mobile agents partnerships in complex environment,O. Sokolov; S. Meszyński; G. Groemer; B. Sattler; F. Carbognani; J. -M. Salotti; M. Józefowicz,"Department of Informatics, Nicolaus Copernicus University, Toruń, Poland; Department of Informatics, Faculty of Physics, Astronomy and Informatics Nicolaus Copernicus University, Toruń, Poland; Austrian Space Forum, Austria; University of Innsbruck, Austria; Italian Mars Society, Italy; Laboratoire de I'Integration du Matériau au Systeme, Bordeaux University, France; Polish Mars Society, Poland",2014 IEEE Symposium on Computational Intelligence for Human-like Intelligence (CIHLI),19 Jan 2015,2014,,,1.0,8.0,"This article is devoted to explore the robotic and software support strategies based on a sample activity providing optimal inputs, namely a simulated human missions. This mission will be treated as a clean-sheet approach for operating multiple, diverse and adaptive agents in complex environments. Building upon existing state-of-the-art hardware, like mobile robots, astrobiological instruments and software architectures, results and experiences from previous missions involving the partners, high-fidelity analog field tests shall demonstrate the added value, potential and limitations of adaptive machines supporting humans in a challenging environment.",,978-1-4799-4506-1,10.1109/CIHLI.2014.7013396,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013396,mobile robots;multiagent system;knowledge base;adaptive agent,,,,,22.0,IEEE,19 Jan 2015,,,IEEE,IEEE Conferences
An approach for testing mobile agents using the nets within nets paradigm,Y. Kissoum; Z. Sahnoun; K. Barkaoui,"Département d'informatique, Skikda University, Skikda, Algeria; LIRE Laboratory, Mentouri University, Constantine, Algeria; Laboratoire Cedric, CNAM Paris, Paris, France",2009 Third International Conference on Research Challenges in Information Science,19 Jun 2009,2009,,,207.0,216.0,"Among all the different architectures being researched in the field of multi-agent systems, the mobile agent has shown to be one of the most challenging and most critical systems. With more applications being developed, there is a need to ensure large and complicated mobile agent systems are functioning correctly, with minimum or no errors. Moreover, the model-based testing technique has gained attention with the popularization of models in software design and development. Since the paradigm on nets within nets is well suited to express the dynamics of open mobile agents, it is retained as an abstract model from which abstract test cases are generated. Those test cases are then concretized and addressed to the system under test. The responses of the system under test are, finally, compared to the expected results derived from the abstract test model. As a case study, we modeled a packet world example on which different colored packets are scattered. Agents that live in this virtual world have to collect those packets and bring them to their right destination.",2151-1357,978-1-4244-2864-9,10.1109/RCIS.2009.5089284,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5089284,Mobile Agents;Testing;Nets within Nets;Reference Nets;Renew,Mobile agents;System testing;Multiagent systems;Software testing;Application software;Error correction;Software design;Laboratories;Scattering;Buildings,,1.0,,32.0,IEEE,19 Jun 2009,,,IEEE,IEEE Conferences
A Tree-Structured Intelligence Entity Pool and Its Sharing among Ubiquitous Objects,R. Huang; J. Ma; Q. Jin,"Hosei University, Tokyo, Japan; Hosei University, Tokyo, Japan; Waseda University, Saitama, Japan",2009 International Conference on Computational Science and Engineering,9 Oct 2009,2009,2.0,,318.0,325.0,"With the rapid advancing in electronics, VLSI, and nanotechnology, ubiquitous devices (u-objects) like mobile devices, sensing devices, RFID devices, IC cards, wireless devices, wireless wearable devices, etc. are getting more and more in number, smaller and smaller in size, and even invisible in form. In order to make them work without human involved and interaction, there is necessity of enabling them with intelligent, smart, or autonomic computing capabilities. Of course, intelligent function embedded is a straightforward approach. However, it may be difficult for the tiny devices to embed the intelligent computing capabilities due to their limited capacity and processing power. For a multiple intelligent agents system, it is not efficient to develop and maintain intelligent computing functions for each individual agent. Therefore, the idea is to design an intelligence entity sharing pool in which a requested intelligence entity can be dynamically composed from a number of atomic intelligence entities and complex intelligence entities residing in the intelligence entity pool and posted to virtual objects (v-object) in the v-object server for sharing by ubiquitous devices in the real world. This research is of three main phases: designing the intelligence entity sharing pool; mapping u-objects to virtual objects (v-objects); and developing a framework for intelligence entity sharing. This paper is mainly focused on describing the first two phases.",,978-1-4244-5334-4,10.1109/CSE.2009.326,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284085,ubiquitous computing;intelligence entity;tree-structured knowledge representation;u-object;v-object,Competitive intelligence;Intelligent structures;Wireless sensor networks;Intelligent agent;Intelligent systems;Pervasive computing;Nanotechnology;Radiofrequency identification;Humans;Multiagent systems,,5.0,,21.0,IEEE,9 Oct 2009,,,IEEE,IEEE Conferences
"A platform for the design, simulation and development of quadcopter multi-agent systems",R. Veloso; Z. Kokkinogenis; L. S. Passos; G. Oliveira; R. J. F. Rossetti; J. Gabriel,"Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Faculty of Engineering, University of Porto, Portugal",2014 9th Iberian Conference on Information Systems and Technologies (CISTI),14 Aug 2014,2014,,,1.0,6.0,"Unmanned Aerial Vehicles (UAVs) are gaining the attention of researchers around the world. Recently researchers apply the multi-agent paradigm to such domain taking advantage of its research in cognition, deliberation, and mainly coordination mechanisms. The aim of our research is to contribute to the multiple quadcopter simulation area introducing a platform for the design, simulation, and development of quadcopter MultiAgent Systems (MAS). Specifically for this paper, we minutely discuss the proposed architecture and present the implemented prototype focusing our experiments on the scalability and the resource usage of it. The results demonstrate that the centralised perspective limits the scalability mainly when the physical engine is being used; also, we identify that the method responsible for the 3D update is the platform's bottleneck. After this work different type of studies in social interaction of quadcopters will follow up as well as the improvement of the proposed architecture, for instance, using a multi-threading approach.",2166-0727,978-9-8998-4343-1,10.1109/CISTI.2014.6876915,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6876915,Multi-Agent Systems;Symbiotic Simulation;Unmanned Aerial Vehicles,Computer architecture;Engines;Three-dimensional displays;Symbiosis;Cognition;Scalability;Sensors,,6.0,,17.0,,14 Aug 2014,,,IEEE,IEEE Conferences
Mixing and memory: emergent cooperation in an information marketplace,A. A. Armstrong; E. H. Durfee,"Artificial Intelligence Laboratory, University of Michigan, Ann Arbor, MI, USA; Artificial Intelligence Laboratory, University of Michigan, Ann Arbor, MI, USA",Proceedings International Conference on Multi Agent Systems (Cat. No.98EX160),6 Aug 2002,1998,,,34.0,41.0,"An information marketplace consists of a group of agents buying and selling information content and services. Self-interested agents may find it rational to cheat others in the market. The authors have modeled federations of digital libraries selling information to one another. In the model, cooperation emerges through endogenous incentives. They had hypothesized that a number of factors would encourage cooperation: greater familiarity with trading partners, more memory for modeling others, fewer initially misbehaving agents, lower rates of strategy exploration, smaller world sizes, and more rapidly evolving measures of the likelihood of other agents to cooperate. The simulations confirmed many of the hypotheses. However the benefits of a small world size are dependent on memory size, and the usefulness of rapidly evolving estimates of cooperation is dependent on the types of strategies employed by the agents. They suggest that it will become increasingly important to allow agents conceptually to carve their networked environment into subcommunities where familiarity and trust can emerge, as opposed to promoting indiscriminate interactions within a large society of digital agents.",,0-8186-8500-X,10.1109/ICMAS.1998.699029,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=699029,,Software libraries;Bandwidth;Artificial intelligence;Laboratories;Probes;Costs;Spirals;Multiagent systems,,10.0,1.0,18.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences
A Combined Reputation Model for Distributed System,F. Jin; Z. Niu,"School of Software, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",2009 First International Conference on Information Science and Engineering,26 Apr 2010,2009,,,2783.0,2786.0,"As more and more people enter into the virtual world based on the internet, reputation has become the key to punish the bad behaviors of people and encourage the good behaviors of them. How to evaluate effectively the reputation of the participators is the urgent problem which should be solved. The paper provides a combined reputation model TRUST for distributed environment. This model, according to the characteristics of internet, is based on the direct and indirect experience of service consumer to the service provider. It combines the merits of centralized evaluation and distributed evaluation through binding the centralized reputation and distributed reputation mechanism. Centralized reputation mechanism is used in communities; distributed reputation mechanism is used among communities. Simulating experiments prove this model can give service consumer more profit, thus adapting to the distributed system circumstance better.",2160-1291,978-1-4244-5728-1,10.1109/ICISE.2009.12,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5455353,,Web and internet services;Multiagent systems;Information science;Computer science;Authentication;Noise reduction,,1.0,,13.0,IEEE,26 Apr 2010,,,IEEE,IEEE Conferences
Multi-agent system based regional data grid,S. AlZahrani; A. Ayesh; H. Zedan,"De Montfort University, Leicester, UK; De Montfort University, Leicester, UK; De Montfort University, Leicester, UK",2008 International Conference on Computer Engineering & Systems,3 Feb 2009,2008,,,337.0,342.0,"Grids are increasingly being used in applications, one of which is e-learning. As most of business and academic institutions (universities) and training centres around the world have adopted this technology in order to create, deliver and manage their learning materials through the Web, the subject has become the focus of investigate. Still, collaboration between these institutions and centres is limited. Existing technologies such as grid, Web services and agents are promising better results. In this paper we support building our architecture Regionally Distributed Architecture for Dynamic e-Learning Environment (RDADeLE) by using agent technology (Multi-Agent System) using Java Agent DEvelopment Framework (JADE). By describing these agents in details, we prove that agents can be implemented to work well to extend the autonomy and interoperability for regional data grid.",,978-1-4244-2115-2,10.1109/ICCES.2008.4773025,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4773025,Data grid;Regional grid;Multi-Agent System (MAS);JADE;E-learning;Intelligent;Autonomous;Distributed data grid;Learning Objects (LO);Search,Multiagent systems;Electronic learning;Grid computing;Computer architecture;Web services;Management training;Collaboration;Service oriented architecture;Virtual environment;Topology,,2.0,,22.0,IEEE,3 Feb 2009,,,IEEE,IEEE Conferences
Predictive Multi-Agent-Based Planning and Landing Controller for Reactive Dual-Arm Manipulation,R. Laha; M. Becker; J. Vorndamme; J. Vrabel; L. F. C. Figueredo; M. A. Müller; S. Haddadin,"Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Institute of Automatic Control, Leibniz University, Hannover, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Institute of Automatic Control, Leibniz University, Hannover, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany",IEEE Transactions on Robotics,29 Dec 2023,2024,40.0,,864.0,885.0,"Future robots operating in fast-changing anthropomorphic environments need to be reactive, safe, flexible, and intuitively use both arms (comparable to humans) to handle task-space constrained manipulation scenarios. Furthermore, dynamic environments pose additional challenges for motion planning due to a continual requirement for validation and refinement of plans. This work addresses the issues with vector-field-based motion generation strategies, which are often prone to local-minima problems. We aim to bridge the gap between reactive solutions, global planning, and constrained cooperative (two-arm) manipulation in partially known surroundings. To this end, we introduce novel planning and real-time control strategies leveraging the geometry of the task space that are inherently coupled for seamless operation in dynamic scenarios. Our integrated multiagent global planning and control scheme explores controllable sets in the previously introduced cooperative dual task space and flexibly controls them by exploiting the redundancy of the high degree-of-freedom (DOF) system. The planning and control framework is extensively validated in complex, cluttered, and nonstationary simulation scenarios where our framework is able to complete constrained tasks in a reliable manner, whereas existing solutions fail. We also perform additional real-world experiments with a two-armed 14 DOF torque-controlled KoBo robot. Our rigorous simulation studies and real-world experiments reinforce the claim that the framework is able to run robustly within the inner loop of modern collaborative robots with vision feedback.",1941-0468,,10.1109/TRO.2023.3341689,State of Bavaria for the Geriatronics project; Region Hannover; Alfried Krupp von Bohlen und Halbach-Stiftung; KoBo34 by the BMBF(grant numbers:16SV7985); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10354340,Collision avoidance;dual-arm manipulation;motion and path planning;reactive and sensor-based planning,Task analysis;Robots;Planning;Robot kinematics;Collision avoidance;Jacobian matrices;Trajectory,,10.0,,90.0,IEEE,12 Dec 2023,,,IEEE,IEEE Journals
Planning agents in JAMES,B. Schattenberg; A. M. Uhrmacher,"Faculty of Computer Science, University of Ulm, Ulm, Germany; Computer Science Department, University of Rostock, Rostock, Germany",Proceedings of the IEEE,7 Aug 2002,2001,89.0,2.0,158.0,173.0,"Testing is an obligatory step in developing multiagent systems. For testing multiagent systems in virtual, dynamic environments, simulation systems are required that support a modular, declarative construction of experimental frames, that facilitate the embedding of a variety of agent architectures and that allow an efficient parallel, distributed execution. We introduce the system JAMES (a Java based agent modeling environment for simulation). In JAMES, agents and their dynamic environment are modeled as reflective, time-triggered state automata. Its possibilities to compose experimental frames based on predefined components, to express temporal interdependencies, to capture the phenomenon of proactiveness and reflectivity of agents are illuminated by experiments with planning agents. The underlying planning system is a general-purpose system, about which no empirical results exist besides traditional static benchmark tests. We analyze the interplay between heuristics for selecting goals, viewing range, commitment strategies, explorativeness, and trust in the persistence of the world and uncover properties of the the agent, the planning engine, and the chosen test scenario: TILEWORLD.",1558-2256,,10.1109/5.910852,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910852,,System testing;Multiagent systems;Strategic planning;Concrete;Benchmark testing;Computer science;Modular construction;Java;Automata;Engines,,26.0,,62.0,IEEE,7 Aug 2002,,,IEEE,IEEE Journals
A multi-robot platform for mobile robots — A novel evaluation and development approach with multi-agent technology,S. Rockel; D. Klimentjew; J. Zhang,Univ. of Hamburg; Univ. of Hamburg; Univ. of Hamburg,2012 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI),10 Nov 2012,2012,,,470.0,477.0,"In the field of robotics, typical, single-robot systems encounter limits when executing complex tasks. Todays systems often lack flexibility and inter-operability, especially when interaction between participants is necessary. Nevertheless, well developed systems for robotics and for the cognitive and distributive domain are available. What is missing is the common link between these two domains. This work deals with the foundations and methods of a middle layer that joins a multi-agent system with a multi-robot system in a generic way. A prototype system consisting of a multiagent system, a multi-robot system and a middle layer will be presented and evaluated. Its purpose is to combine highlevel cognitive models and information distribution with robot-focused abilities, such as navigation and reactive behavior based artificial intelligence. This enables the assignment of various scenarios to a team of mobile robots.",,978-1-4673-2512-7,10.1109/MFI.2012.6343020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6343020,mutli-agent system;mutli-robot system;mixed reality;distributed architectures;sensor fusion;intelligent systems;middle layer,Robot kinematics;Robot sensing systems;Hardware;Virtual reality;Mobile robots;Navigation,,10.0,,16.0,IEEE,10 Nov 2012,,,IEEE,IEEE Conferences
